eventName,userAgent,sourceIPAddress,eventSource,additionalEventData,errorMessage,errorCode,readOnly,type,accountId,userName,invokedBy,sessionContext.sessionIssuer.userName,Label
DescribeSpotFleetRequestHistory,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,2 validation errors detected: Value null at 'spotFleetRequestId' failed to satisfy constraint: Member must not be null; Value null at 'startTime' failed to satisfy constraint: Member must not be null,Client.InvalidParameterValue,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeSpotFleetRequests,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
DescribeSpotInstanceRequests,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
DescribeSpotPriceHistory,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
DescribeStackEvents,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,86.1.86.209,cloudformation.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
DescribeStackResourceDrifts,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,86.1.86.209,cloudformation.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
DescribeStackResources,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,86.1.86.209,cloudformation.amazonaws.com,,Either StackName or PhysicalResourceId must be specified.,ValidationException,,IAMUser,8.11596E+11,Level6,,,Malicious
DescribeStackSet,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,86.1.86.209,cloudformation.amazonaws.com,,StackSet not found,StackSetNotFoundException,,IAMUser,8.11596E+11,Level6,,,Legit
DescribeStacks,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,cloudformation.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cloudformation:DescribeStacks,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
DescribeStaleSecurityGroups,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,The request must contain the parameter vpcId,Client.MissingParameter,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeSubnetGroups,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,dax.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: dax:DescribeSubnetGroups,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeSubnets,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
DescribeSubscribersForNotification,Coral/Netty4,2.7.223.252,budgets.amazonaws.com,,,,,Root,8.11596E+11,flaws,,,Legit
DescribeSubscription,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,shield.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: shield:DescribeSubscription on resource: arn:aws:shield::811596193553:subscription/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeTags,aws-cli/1.16.4 Python/2.7.15 Darwin/17.5.0 botocore/1.11.4,179.1.8.253,ec2.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: autoscaling:DescribeTags,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeTargetGroups,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,elasticloadbalancing.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: elasticloadbalancing:DescribeTargetGroups,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeTerminationPolicyTypes,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,autoscaling.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: autoscaling:DescribeTerminationPolicyTypes,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeTrails,aws-cli/1.15.36 Python/2.7.12 Linux/4.4.0-104-generic botocore/1.10.36,187.140.31.8,cloudtrail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cloudtrail:DescribeTrails,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
DescribeUserProfiles,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,opsworks.amazonaws.com,,An unknown error occurred,AccessDeniedException,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeVoices,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,polly.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: polly:DescribeVoices,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeVolumeAttribute,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,An internal error has occurred,Server.InternalError,,IAMUser,8.11596E+11,backup,,,Legit
DescribeVolumeStatus,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,251.24.251.255,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeVolumes,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,251.24.251.255,ec2.amazonaws.com,,The volume 'vol-8e100f305b7a6fef3' does not exist.,Client.InvalidVolume.NotFound,,IAMUser,8.11596E+11,backup,,flaws,Legit
DescribeVolumesModifications,aws-cli/1.16.81 Python/3.6.6 Linux/4.7.0-kali1-amd64 botocore/1.12.71,7.58.204.153,ec2.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
DescribeVpcAttribute,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,The request must contain the parameter vpcId,Client.MissingParameter,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeVpcClassicLink,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeVpcClassicLinkDnsSupport,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,ec2.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
DescribeVpcEndpointConnectionNotifications,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
DescribeVpcEndpointConnections,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
DescribeVpcEndpointServiceConfigurations,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
DescribeVpcEndpointServicePermissions,AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync,84.252.252.117,ec2.amazonaws.com,,An internal error has occurred,Server.InternalError,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeVpcEndpointServices,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeVpcEndpoints,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeVpcPeeringConnections,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,Level6,,,Malicious
DescribeVpcs,aws-cli/1.16.103 Python/2.7.12 Linux/4.4.0-142-generic botocore/1.12.93,251.253.208.77,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,backup,,flaws,Malicious
DescribeVpnConnections,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,Level6,,,Malicious
DescribeVpnGateways,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,ec2.amazonaws.com,,"Request would have succeeded, but DryRun flag is set.",Client.DryRunOperation,,IAMUser,8.11596E+11,Level6,,,Malicious
DescribeWorkspaceBundles,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,workspaces.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: workspaces:DescribeWorkspaceBundles on resource: arn:aws:workspaces:us-east-1:811596193553:workspacebundle/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeWorkspaceDirectories,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,workspaces.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: workspaces:DescribeWorkspaceDirectories on resource: arn:aws:workspaces:us-east-1:811596193553:directory/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeWorkspaceImages,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,86.1.86.209,workspaces.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
DescribeWorkspaces,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,workspaces.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: workspaces:DescribeWorkspaces on resource: arn:aws:workspaces:us-east-1:811596193553:workspace/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DescribeWorkspacesConnectionStatus,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,workspaces.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: workspaces:DescribeWorkspacesConnectionStatus on resource: arn:aws:workspaces:us-east-1:811596193553:workspace/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
DetachUserPolicy,console.amazonaws.com,2.7.223.252,iam.amazonaws.com,,,,,Root,8.11596E+11,flaws,,,Legit
EnableMFADevice,Coral/Netty4,2.7.223.252,iam.amazonaws.com,,,,0,Root,8.11596E+11,flaws,,,Legit
GenerateCredentialReport,Boto3/1.4.6 Python/2.7.15rc1 Linux/4.14.0-kali3-amd64 Botocore/1.12.54,253.252.7.168,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:GenerateCredentialReport on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetAccountAuthorizationDetails,aws-cli/1.16.91 Python/3.6.7 Linux/4.16.0-kali2-amd64 botocore/1.12.81,223.7.235.235,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:GetAccountAuthorizationDetails on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetAccountPasswordPolicy,Boto3/1.4.6 Python/2.7.15rc1 Linux/4.14.0-kali3-amd64 Botocore/1.12.54,253.252.7.168,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:GetAccountPasswordPolicy on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,flaws,Malicious
GetAccountPublicAccessBlock,[aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120],2.5.253.226,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",,,,IAMUser,8.11596E+11,Level6,,,Legit
GetAccountSummary,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:GetAccountSummary on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetApiKey,aws-cli/1.15.4 Python/2.7.10 Darwin/18.0.0 botocore/1.10.4,111.9.248.2,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-west-2::/apikeys/s33ppypa75,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetApiKeys,aws-cli/1.16.81 Python/2.7.15 Darwin/18.2.0 botocore/1.12.71,224.224.157.4,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-west-2::/apikeys,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
GetApiMappings,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,242.251.253.109,apigateway.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,Level6,,,Malicious
GetApis,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,215.104.255.48,apigateway.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,Level6,,,Malicious
GetAuthorizationToken,aws-cli/1.16.132 Python/3.6.7 Linux/4.15.0-46-generic botocore/1.12.122,174.251.25.19,ecr.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: ecr:GetAuthorizationToken on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetAuthorizers,aws-cli/1.15.4 Python/2.7.10 Darwin/18.0.0 botocore/1.10.4,111.9.248.2,apigateway.amazonaws.com,,Invalid REST API identifier specified 811596193553:6m5gni,NotFoundException,1,IAMUser,8.11596E+11,Level6,,,Legit
GetBots,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,lex.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lex:GetBots on resource: arn:aws:lex:us-east-1:811596193553:bot:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketAcl,[aws-cli/1.15.79 Python/2.7.15 Darwin/18.2.0 botocore/1.10.78],2.8.4.237,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketCors,[AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync],84.252.252.117,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketEncryption,[Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105],155.251.168.5,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",The server side encryption configuration was not found,ServerSideEncryptionConfigurationNotFoundError,,IAMUser,8.11596E+11,Level6,,,Legit
GetBucketLifecycle,[],34.250.215.195,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketLocation,[aws-cli/1.16.78 Python/3.7.2 Darwin/18.2.0 botocore/1.12.68],227.129.2.8,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketLogging,[Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105],155.251.168.5,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetBucketNotification,[AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync],84.252.252.117,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketPolicy,[Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105],155.251.168.5,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",The bucket policy does not exist,NoSuchBucketPolicy,,IAMUser,8.11596E+11,Level6,,,Malicious
GetBucketPolicyStatus,[aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120],2.5.253.226,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetBucketPublicAccessBlock,[aws-cli/1.16.110 Python/3.6.4 Darwin/17.7.0 botocore/1.12.66],203.200.179.112,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetBucketReplication,[AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync],84.252.252.117,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketRequestPayment,[],34.250.215.195,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketTagging,[AWSPowerShell/3.3.365.0 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.01985.0 WindowsPowerShell/5.0 ClientSync],84.252.252.117,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetBucketVersioning,[Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105],155.251.168.5,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",Access Denied,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetBucketWebsite,[Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105],155.251.168.5,s3.amazonaws.com,"{'SignatureVersion': 'SigV4', 'CipherSuite': 'ECDHE-RSA-AES128-GCM-SHA256', 'AuthenticationMethod': 'AuthHeader'}",The specified bucket does not have a website configuration,NoSuchWebsiteConfiguration,,IAMUser,8.11596E+11,Level6,,,Malicious
GetBundles,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,lightsail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lightsail:GetBundles on resource: arn:aws:lightsail:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetCallerIdentity,aws-cli/1.16.4 Python/2.7.15 Darwin/17.5.0 botocore/1.11.4,179.1.8.253,sts.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,flaws,Legit
GetClientCertificates,aws-cli/1.15.4 Python/2.7.10 Darwin/18.0.0 botocore/1.10.4,111.9.248.2,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-west-2::/clientcertificates,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetConnections,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,glue.amazonaws.com,,An unknown error occurred,AccessDeniedException,,IAMUser,8.11596E+11,backup,,,Malicious
GetConsoleOutput,aws-cli/1.16.130 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 botocore/1.12.120,251.252.39.140,ec2.amazonaws.com,,You are not authorized to perform this operation.,Client.UnauthorizedOperation,,IAMUser,8.11596E+11,Level6,,,Malicious
GetConsoleScreenshot,aws-cli/1.16.4 Python/2.7.15 Darwin/17.5.0 botocore/1.11.4,179.1.8.253,ec2.amazonaws.com,,The instance ID 'i-ac8cb79b' does not exist,Client.InvalidInstanceID.NotFound,,IAMUser,8.11596E+11,backup,,,Legit
GetContextKeysForPrincipalPolicy,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,2.5.253.226,iam.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
GetCredentialReport,aws-cli/1.15.4 Python/2.7.10 Darwin/18.0.0 botocore/1.10.4,111.9.248.2,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:GetCredentialReport on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetDatabases,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,glue.amazonaws.com,,An unknown error occurred,AccessDeniedException,,IAMUser,8.11596E+11,backup,,,Malicious
GetDeployment,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetDeployments,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetDocumentationParts,aws-cli/1.15.4 Python/2.7.10 Darwin/18.0.0 botocore/1.10.4,111.9.248.2,apigateway.amazonaws.com,,Invalid REST API identifier specified 811596193553:asdf,NotFoundException,1,IAMUser,8.11596E+11,Level6,,,Legit
GetDocumentationVersions,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,apigateway.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
GetDomainName,aws-cli/1.16.140 Python/3.6.7 Linux/4.15.0-47-generic botocore/1.12.130,88.2.27.8,apigateway.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-west-2::/domainnames/lol.com,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
GetDomainNames,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,apigateway.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: apigateway:GET on resource: arn:aws:apigateway:us-west-2::/domainnames,AccessDenied,1,AssumedRole,8.11596E+11,Level6,,flaws,Malicious
GetDomains,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,lightsail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lightsail:GetDomains on resource: arn:aws:lightsail:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
GetEventSelectors,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,cloudtrail.amazonaws.com,,Unknown trail: arn:aws:cloudtrail:us-east-1:811596193553:trail/summitroute-logs for the user: 811596193553,TrailNotFoundException,1,IAMUser,8.11596E+11,Level6,,,Legit
GetFindings,aws-cli/1.16.136 Python/3.7.3 Linux/5.0.5-100.fc28.x86_64 botocore/1.12.126,219.106.132.248,securityhub.amazonaws.com,,,InvalidAccessException,1,IAMUser,8.11596E+11,Level6,,,Malicious
